aerolinea,origen,destino,distancia_km,fecha_partida,retraso,target_texto,fecha_iso
G3,MAD,SCL,5221,2025-05-26 16:55:00,0,Puntual,2025-05-26T16:55:00
IB,BOG,AEP,3926,2025-05-18 04:39:00,0,Puntual,2025-05-18T04:39:00
LA,LIM,MAD,1028,2025-08-07 23:17:00,0,Puntual,2025-08-07T23:17:00
LA,AEP,EZE,10825,2025-09-30 04:53:00,0,Puntual,2025-09-30T04:53:00
AR,AEP,LIM,2424,2025-02-09 07:47:00,1,Retrasado,2025-02-09T07:47:00
G3,SCL,MIA,6960,2025-04-23 12:22:00,0,Puntual,2025-04-23T12:22:00
IB,SCL,GRU,6476,2025-11-13 18:59:00,0,Puntual,2025-11-13T18:59:00
AA,EZE,AEP,6521,2025-04-15 15:12:00,0,Puntual,2025-04-15T15:12:00
LA,GRU,MIA,10052,2025-11-21 21:30:00,0,Puntual,2025-11-21T21:30:00
LA,MIA,GRU,1362,2025-11-13 21:02:00,0,Puntual,2025-11-13T21:02:00
AA,MAD,SCL,11908,2025-01-10 17:32:00,0,Puntual,2025-01-10T17:32:00
IB,LIM,MIA,11054,2025-06-17 19:06:00,0,Puntual,2025-06-17T19:06:00
IB,MAD,GRU,4820,2025-10-11 02:04:00,0,Puntual,2025-10-11T02:04:00
G3,SCL,MIA,3994,2025-12-17 10:36:00,0,Puntual,2025-12-17T10:36:00
G3,EZE,BOG,10659,2025-04-02 22:49:00,0,Puntual,2025-04-02T22:49:00
AR,LIM,MAD,6552,2025-09-28 05:30:00,0,Puntual,2025-09-28T05:30:00
LA,LIM,EZE,8759,2025-03-17 16:31:00,0,Puntual,2025-03-17T16:31:00
G3,MAD,MIA,2142,2025-12-21 18:38:00,1,Retrasado,2025-12-21T18:38:00
IB,GRU,EZE,9712,2025-10-15 13:13:00,0,Puntual,2025-10-15T13:13:00
AA,EZE,MIA,5696,2025-06-03 20:24:00,0,Puntual,2025-06-03T20:24:00
IB,GRU,LIM,7499,2025-03-15 00:10:00,0,Puntual,2025-03-15T00:10:00
LA,EZE,AEP,7822,2025-09-17 06:57:00,0,Puntual,2025-09-17T06:57:00
IB,MAD,MIA,3643,2025-04-30 20:44:00,0,Puntual,2025-04-30T20:44:00
AR,EZE,LIM,1970,2025-07-20 11:15:00,0,Puntual,2025-07-20T11:15:00
LA,AEP,BOG,6178,2025-08-11 23:12:00,1,Retrasado,2025-08-11T23:12:00
AA,LIM,MAD,1882,2025-05-21 00:26:00,0,Puntual,2025-05-21T00:26:00
AR,MIA,EZE,5896,2025-06-05 21:16:00,0,Puntual,2025-06-05T21:16:00
LA,MAD,AEP,11622,2025-03-25 13:25:00,0,Puntual,2025-03-25T13:25:00
AA,BOG,GRU,10028,2025-09-13 11:55:00,0,Puntual,2025-09-13T11:55:00
AR,MIA,LIM,7614,2025-01-30 16:54:00,0,Puntual,2025-01-30T16:54:00
AR,MAD,MIA,11858,2025-10-22 15:46:00,0,Puntual,2025-10-22T15:46:00
LA,MIA,BOG,9934,2025-08-17 20:49:00,0,Puntual,2025-08-17T20:49:00
G3,AEP,LIM,2205,2025-01-08 00:11:00,0,Puntual,2025-01-08T00:11:00
AR,MIA,AEP,6497,2025-11-02 04:59:00,0,Puntual,2025-11-02T04:59:00
AR,EZE,AEP,6563,2025-04-17 05:51:00,1,Retrasado,2025-04-17T05:51:00
AA,SCL,EZE,8462,2025-10-30 05:52:00,0,Puntual,2025-10-30T05:52:00
IB,MIA,BOG,11891,2025-06-19 08:19:00,0,Puntual,2025-06-19T08:19:00
LA,MAD,AEP,8596,2025-07-25 22:22:00,0,Puntual,2025-07-25T22:22:00
LA,BOG,SCL,3094,2025-07-16 22:28:00,0,Puntual,2025-07-16T22:28:00
G3,BOG,AEP,10371,2025-08-04 09:55:00,0,Puntual,2025-08-04T09:55:00
G3,SCL,GRU,1815,2025-06-12 11:26:00,1,Retrasado,2025-06-12T11:26:00
LA,GRU,EZE,8639,2025-09-26 04:57:00,0,Puntual,2025-09-26T04:57:00
G3,SCL,EZE,9259,2025-12-14 17:42:00,1,Retrasado,2025-12-14T17:42:00
AA,LIM,BOG,3204,2025-12-25 06:45:00,0,Puntual,2025-12-25T06:45:00
LA,MIA,AEP,11143,2025-06-22 09:21:00,0,Puntual,2025-06-22T09:21:00
G3,BOG,GRU,10440,2025-08-16 06:47:00,0,Puntual,2025-08-16T06:47:00
LA,SCL,MIA,6225,2025-07-24 19:03:00,0,Puntual,2025-07-24T19:03:00
IB,MIA,MAD,5191,2025-11-16 03:05:00,0,Puntual,2025-11-16T03:05:00
AR,LIM,SCL,9339,2025-01-20 05:19:00,0,Puntual,2025-01-20T05:19:00
LA,BOG,LIM,10885,2025-08-26 06:33:00,1,Retrasado,2025-08-26T06:33:00
AR,LIM,EZE,11500,2025-02-18 00:11:00,1,Retrasado,2025-02-18T00:11:00
G3,MIA,GRU,624,2025-02-03 12:55:00,0,Puntual,2025-02-03T12:55:00
AR,MAD,BOG,10229,2025-05-04 18:53:00,0,Puntual,2025-05-04T18:53:00
LA,MIA,GRU,5597,2025-05-07 05:53:00,0,Puntual,2025-05-07T05:53:00
IB,SCL,AEP,5307,2025-11-02 08:26:00,0,Puntual,2025-11-02T08:26:00
G3,LIM,SCL,2470,2025-12-07 01:38:00,0,Puntual,2025-12-07T01:38:00
LA,MAD,MIA,3262,2025-09-15 13:02:00,0,Puntual,2025-09-15T13:02:00
G3,MAD,EZE,6017,2025-02-21 00:57:00,0,Puntual,2025-02-21T00:57:00
AA,GRU,MIA,10509,2025-07-12 18:00:00,1,Retrasado,2025-07-12T18:00:00
AR,BOG,AEP,1314,2025-10-27 11:18:00,0,Puntual,2025-10-27T11:18:00
AA,EZE,MIA,3601,2025-01-06 20:29:00,0,Puntual,2025-01-06T20:29:00
LA,MAD,LIM,2154,2025-04-11 14:15:00,1,Retrasado,2025-04-11T14:15:00
IB,LIM,BOG,631,2025-09-28 08:26:00,0,Puntual,2025-09-28T08:26:00
G3,BOG,EZE,8922,2025-07-26 00:04:00,1,Retrasado,2025-07-26T00:04:00
AR,AEP,GRU,894,2025-02-09 09:33:00,1,Retrasado,2025-02-09T09:33:00
G3,MIA,LIM,7819,2025-11-28 12:01:00,1,Retrasado,2025-11-28T12:01:00
LA,SCL,MAD,4073,2025-12-24 04:07:00,0,Puntual,2025-12-24T04:07:00
G3,LIM,SCL,9673,2025-03-05 03:09:00,0,Puntual,2025-03-05T03:09:00
AR,AEP,MIA,7606,2025-02-27 05:59:00,0,Puntual,2025-02-27T05:59:00
LA,LIM,MAD,9624,2025-01-04 12:01:00,1,Retrasado,2025-01-04T12:01:00
G3,MIA,GRU,6125,2025-12-01 17:26:00,1,Retrasado,2025-12-01T17:26:00
IB,GRU,MIA,10101,2025-05-11 03:57:00,1,Retrasado,2025-05-11T03:57:00
LA,LIM,MIA,11647,2025-07-08 11:14:00,1,Retrasado,2025-07-08T11:14:00
LA,MAD,SCL,5128,2025-04-19 20:40:00,0,Puntual,2025-04-19T20:40:00
IB,EZE,AEP,5560,2025-07-27 14:22:00,0,Puntual,2025-07-27T14:22:00
AA,MAD,MIA,8247,2025-04-02 19:28:00,1,Retrasado,2025-04-02T19:28:00
AR,MIA,EZE,6769,2025-10-17 07:57:00,0,Puntual,2025-10-17T07:57:00
AA,LIM,MAD,11433,2025-11-11 16:12:00,0,Puntual,2025-11-11T16:12:00
G3,EZE,BOG,7132,2025-01-22 10:53:00,0,Puntual,2025-01-22T10:53:00
IB,MAD,BOG,7255,2025-02-14 12:44:00,0,Puntual,2025-02-14T12:44:00
AA,EZE,MAD,11630,2025-01-26 02:51:00,1,Retrasado,2025-01-26T02:51:00
LA,SCL,AEP,7089,2025-09-20 15:18:00,1,Retrasado,2025-09-20T15:18:00
G3,MIA,MIA,6089,2025-05-18 04:36:00,0,Puntual,2025-05-18T04:36:00
G3,GRU,MIA,3004,2025-10-29 13:59:00,1,Retrasado,2025-10-29T13:59:00
AA,GRU,LIM,3533,2025-01-17 19:13:00,0,Puntual,2025-01-17T19:13:00
AA,LIM,MIA,9403,2025-07-08 11:02:00,0,Puntual,2025-07-08T11:02:00
IB,MAD,EZE,3476,2025-10-06 05:15:00,0,Puntual,2025-10-06T05:15:00
AR,AEP,MIA,1971,2025-01-15 04:10:00,1,Retrasado,2025-01-15T04:10:00
AA,MIA,LIM,11878,2025-04-06 03:48:00,0,Puntual,2025-04-06T03:48:00
AA,MAD,SCL,7095,2025-01-17 11:53:00,0,Puntual,2025-01-17T11:53:00
LA,MAD,SCL,1642,2025-02-20 14:18:00,1,Retrasado,2025-02-20T14:18:00
G3,GRU,MIA,3068,2025-06-17 06:59:00,1,Retrasado,2025-06-17T06:59:00
AR,LIM,BOG,2108,2025-05-19 19:19:00,0,Puntual,2025-05-19T19:19:00
LA,EZE,GRU,6052,2025-02-09 06:16:00,0,Puntual,2025-02-09T06:16:00
IB,MIA,MIA,2397,2025-06-21 06:41:00,0,Puntual,2025-06-21T06:41:00
IB,SCL,AEP,2692,2025-02-26 07:47:00,0,Puntual,2025-02-26T07:47:00
AA,EZE,SCL,1591,2025-05-01 23:54:00,1,Retrasado,2025-05-01T23:54:00
AA,BOG,GRU,1199,2025-10-02 14:14:00,0,Puntual,2025-10-02T14:14:00
IB,BOG,LIM,4592,2025-12-25 13:07:00,0,Puntual,2025-12-25T13:07:00
AA,MIA,GRU,10593,2025-05-23 20:00:00,1,Retrasado,2025-05-23T20:00:00
AR,LIM,GRU,2678,2025-04-05 15:29:00,1,Retrasado,2025-04-05T15:29:00
AA,AEP,GRU,1232,2025-12-07 06:52:00,0,Puntual,2025-12-07T06:52:00
G3,BOG,SCL,9204,2025-02-22 17:47:00,0,Puntual,2025-02-22T17:47:00
AA,GRU,LIM,3187,2025-07-25 01:22:00,0,Puntual,2025-07-25T01:22:00
LA,AEP,MIA,4256,2025-12-19 02:34:00,0,Puntual,2025-12-19T02:34:00
AR,MAD,GRU,6561,2025-01-16 19:43:00,1,Retrasado,2025-01-16T19:43:00
LA,BOG,MIA,9123,2025-01-30 03:09:00,0,Puntual,2025-01-30T03:09:00
LA,GRU,MIA,7034,2025-01-23 11:49:00,0,Puntual,2025-01-23T11:49:00
G3,MAD,SCL,5885,2025-05-11 00:31:00,1,Retrasado,2025-05-11T00:31:00
AR,AEP,GRU,4994,2025-07-23 14:32:00,0,Puntual,2025-07-23T14:32:00
AR,MIA,AEP,9499,2025-10-23 08:57:00,0,Puntual,2025-10-23T08:57:00
AR,MAD,MIA,1779,2025-03-29 20:12:00,1,Retrasado,2025-03-29T20:12:00
AR,EZE,BOG,7038,2025-10-16 02:18:00,0,Puntual,2025-10-16T02:18:00
AR,MIA,SCL,2721,2025-03-15 20:11:00,1,Retrasado,2025-03-15T20:11:00
G3,MIA,MIA,5664,2025-06-10 09:56:00,0,Puntual,2025-06-10T09:56:00
AA,AEP,SCL,1354,2025-10-21 03:36:00,0,Puntual,2025-10-21T03:36:00
LA,AEP,MAD,3712,2025-05-10 07:26:00,0,Puntual,2025-05-10T07:26:00
AR,GRU,LIM,3086,2025-04-30 07:53:00,0,Puntual,2025-04-30T07:53:00
AA,GRU,BOG,5340,2025-02-06 01:44:00,1,Retrasado,2025-02-06T01:44:00
AA,EZE,AEP,3268,2025-01-22 13:07:00,0,Puntual,2025-01-22T13:07:00
LA,MIA,MIA,7728,2025-03-27 17:32:00,0,Puntual,2025-03-27T17:32:00
G3,SCL,AEP,3840,2025-12-06 17:52:00,1,Retrasado,2025-12-06T17:52:00
IB,LIM,BOG,5759,2025-02-18 01:11:00,0,Puntual,2025-02-18T01:11:00
IB,EZE,AEP,11920,2025-02-04 01:08:00,0,Puntual,2025-02-04T01:08:00
AA,EZE,AEP,7240,2025-02-07 02:45:00,1,Retrasado,2025-02-07T02:45:00
LA,LIM,EZE,10311,2025-08-02 10:16:00,0,Puntual,2025-08-02T10:16:00
IB,LIM,MIA,775,2025-08-19 13:08:00,0,Puntual,2025-08-19T13:08:00
AA,LIM,AEP,7698,2025-10-24 06:02:00,1,Retrasado,2025-10-24T06:02:00
G3,AEP,EZE,4363,2025-02-04 19:11:00,1,Retrasado,2025-02-04T19:11:00
IB,EZE,MIA,1214,2025-05-25 11:58:00,0,Puntual,2025-05-25T11:58:00
AA,EZE,SCL,6554,2025-03-24 05:43:00,0,Puntual,2025-03-24T05:43:00
AA,MAD,GRU,10772,2025-04-30 09:54:00,1,Retrasado,2025-04-30T09:54:00
AR,LIM,GRU,1309,2025-11-12 08:54:00,1,Retrasado,2025-11-12T08:54:00
G3,LIM,MIA,4226,2025-04-10 11:40:00,0,Puntual,2025-04-10T11:40:00
AR,GRU,BOG,4478,2025-10-09 00:19:00,0,Puntual,2025-10-09T00:19:00
LA,GRU,MIA,9553,2025-07-15 16:13:00,0,Puntual,2025-07-15T16:13:00
AR,MIA,GRU,536,2025-02-22 09:30:00,0,Puntual,2025-02-22T09:30:00
AR,GRU,BOG,8614,2025-05-06 23:05:00,0,Puntual,2025-05-06T23:05:00
IB,BOG,MIA,10773,2025-06-06 08:35:00,1,Retrasado,2025-06-06T08:35:00
AA,MIA,BOG,9146,2025-01-09 01:13:00,0,Puntual,2025-01-09T01:13:00
G3,SCL,LIM,3808,2025-01-20 08:45:00,0,Puntual,2025-01-20T08:45:00
AR,LIM,MIA,11903,2025-10-07 12:27:00,0,Puntual,2025-10-07T12:27:00
G3,MAD,EZE,3155,2025-05-03 06:10:00,0,Puntual,2025-05-03T06:10:00
AR,GRU,EZE,1481,2025-05-11 05:42:00,0,Puntual,2025-05-11T05:42:00
LA,MAD,MIA,6947,2025-11-14 14:03:00,0,Puntual,2025-11-14T14:03:00
AR,GRU,BOG,651,2025-09-26 13:12:00,0,Puntual,2025-09-26T13:12:00
IB,GRU,BOG,11986,2025-09-24 21:15:00,1,Retrasado,2025-09-24T21:15:00
AA,MAD,GRU,9291,2025-02-18 09:08:00,0,Puntual,2025-02-18T09:08:00
LA,EZE,GRU,10014,2025-04-02 14:36:00,0,Puntual,2025-04-02T14:36:00
AR,EZE,MIA,6148,2025-02-08 03:29:00,0,Puntual,2025-02-08T03:29:00
G3,EZE,MAD,2011,2025-08-12 11:41:00,0,Puntual,2025-08-12T11:41:00
LA,BOG,GRU,2758,2025-12-29 19:39:00,0,Puntual,2025-12-29T19:39:00
LA,EZE,AEP,731,2025-01-16 15:23:00,1,Retrasado,2025-01-16T15:23:00
AR,GRU,MIA,3242,2025-12-08 11:35:00,0,Puntual,2025-12-08T11:35:00
LA,LIM,MAD,8341,2025-10-14 01:40:00,1,Retrasado,2025-10-14T01:40:00
G3,AEP,BOG,4962,2025-05-11 12:10:00,0,Puntual,2025-05-11T12:10:00
LA,MAD,EZE,8249,2025-08-13 05:06:00,0,Puntual,2025-08-13T05:06:00
G3,LIM,SCL,1071,2025-03-11 01:00:00,1,Retrasado,2025-03-11T01:00:00
AR,AEP,SCL,1702,2025-12-13 17:10:00,0,Puntual,2025-12-13T17:10:00
AA,LIM,EZE,10199,2025-03-16 18:04:00,1,Retrasado,2025-03-16T18:04:00
LA,BOG,MIA,10304,2025-01-14 14:00:00,0,Puntual,2025-01-14T14:00:00
AA,AEP,EZE,10262,2025-10-05 11:56:00,0,Puntual,2025-10-05T11:56:00
G3,SCL,GRU,9731,2025-02-03 03:56:00,0,Puntual,2025-02-03T03:56:00
LA,MIA,LIM,7109,2025-06-30 11:16:00,0,Puntual,2025-06-30T11:16:00
IB,EZE,MIA,10117,2025-03-08 11:36:00,0,Puntual,2025-03-08T11:36:00
AA,SCL,LIM,670,2025-06-25 12:36:00,0,Puntual,2025-06-25T12:36:00
LA,BOG,MAD,5651,2025-09-21 17:25:00,0,Puntual,2025-09-21T17:25:00
AA,LIM,MIA,6906,2025-03-04 06:21:00,0,Puntual,2025-03-04T06:21:00
LA,GRU,MAD,688,2025-04-05 22:47:00,0,Puntual,2025-04-05T22:47:00
AR,EZE,GRU,5178,2025-08-26 09:45:00,0,Puntual,2025-08-26T09:45:00
AA,SCL,BOG,7645,2025-04-13 23:23:00,0,Puntual,2025-04-13T23:23:00
IB,EZE,AEP,6427,2025-01-24 14:11:00,0,Puntual,2025-01-24T14:11:00
IB,AEP,GRU,1099,2025-01-05 17:18:00,1,Retrasado,2025-01-05T17:18:00
G3,MIA,EZE,5801,2025-04-26 20:11:00,1,Retrasado,2025-04-26T20:11:00
LA,EZE,GRU,4076,2025-11-03 21:36:00,0,Puntual,2025-11-03T21:36:00
AA,LIM,SCL,11081,2025-03-07 20:45:00,0,Puntual,2025-03-07T20:45:00
G3,LIM,SCL,9645,2025-05-20 19:52:00,0,Puntual,2025-05-20T19:52:00
AA,MAD,MIA,5693,2025-01-29 03:03:00,0,Puntual,2025-01-29T03:03:00
LA,MAD,GRU,10317,2025-07-12 03:32:00,1,Retrasado,2025-07-12T03:32:00
IB,EZE,GRU,2370,2025-04-01 22:22:00,0,Puntual,2025-04-01T22:22:00
AR,AEP,MIA,4761,2025-04-28 07:25:00,0,Puntual,2025-04-28T07:25:00
IB,AEP,MAD,2524,2025-07-19 04:47:00,0,Puntual,2025-07-19T04:47:00
G3,GRU,MIA,5994,2025-10-18 19:03:00,1,Retrasado,2025-10-18T19:03:00
AR,BOG,MIA,9332,2025-06-10 20:40:00,1,Retrasado,2025-06-10T20:40:00
G3,BOG,MAD,5953,2025-03-09 08:06:00,0,Puntual,2025-03-09T08:06:00
LA,SCL,MIA,2327,2025-02-15 12:35:00,0,Puntual,2025-02-15T12:35:00
AR,BOG,EZE,5202,2025-02-05 08:53:00,0,Puntual,2025-02-05T08:53:00
G3,MIA,MIA,1039,2025-11-12 13:14:00,0,Puntual,2025-11-12T13:14:00
LA,AEP,SCL,7702,2025-11-01 19:46:00,1,Retrasado,2025-11-01T19:46:00
IB,GRU,EZE,11057,2025-01-17 03:21:00,0,Puntual,2025-01-17T03:21:00
LA,MAD,MIA,4938,2025-09-23 01:06:00,1,Retrasado,2025-09-23T01:06:00
AA,LIM,MIA,4001,2025-08-21 14:56:00,0,Puntual,2025-08-21T14:56:00
LA,BOG,MIA,11718,2025-05-28 21:01:00,1,Retrasado,2025-05-28T21:01:00
LA,MAD,BOG,4037,2025-04-30 20:28:00,0,Puntual,2025-04-30T20:28:00
AA,MAD,LIM,7216,2025-07-15 11:51:00,0,Puntual,2025-07-15T11:51:00
G3,EZE,MIA,11188,2025-07-10 04:59:00,0,Puntual,2025-07-10T04:59:00
G3,MIA,EZE,7318,2025-06-11 04:21:00,0,Puntual,2025-06-11T04:21:00
LA,GRU,MIA,6700,2025-02-04 06:28:00,0,Puntual,2025-02-04T06:28:00
AA,MIA,AEP,4786,2025-02-19 03:22:00,1,Retrasado,2025-02-19T03:22:00
AA,EZE,SCL,5239,2025-03-12 05:32:00,0,Puntual,2025-03-12T05:32:00
IB,GRU,MIA,2589,2025-09-17 08:39:00,0,Puntual,2025-09-17T08:39:00
G3,GRU,BOG,6105,2025-05-20 07:16:00,1,Retrasado,2025-05-20T07:16:00
AR,AEP,MIA,7840,2025-10-26 02:22:00,0,Puntual,2025-10-26T02:22:00
G3,MIA,LIM,7322,2025-07-20 19:59:00,1,Retrasado,2025-07-20T19:59:00
G3,MIA,LIM,3821,2025-07-06 12:54:00,0,Puntual,2025-07-06T12:54:00
IB,AEP,SCL,3049,2025-09-01 20:21:00,1,Retrasado,2025-09-01T20:21:00
AR,SCL,BOG,1716,2025-12-27 02:51:00,0,Puntual,2025-12-27T02:51:00
IB,MAD,AEP,5385,2025-11-18 21:13:00,0,Puntual,2025-11-18T21:13:00
AR,EZE,SCL,7393,2025-01-16 00:03:00,1,Retrasado,2025-01-16T00:03:00
LA,MIA,SCL,9433,2025-06-28 15:41:00,0,Puntual,2025-06-28T15:41:00
AR,AEP,SCL,6808,2025-06-21 02:41:00,0,Puntual,2025-06-21T02:41:00
IB,LIM,SCL,10406,2025-09-18 19:54:00,0,Puntual,2025-09-18T19:54:00
G3,SCL,MIA,5582,2025-01-29 04:04:00,0,Puntual,2025-01-29T04:04:00
AR,GRU,LIM,7725,2025-02-12 15:22:00,1,Retrasado,2025-02-12T15:22:00
AR,BOG,SCL,7930,2025-04-24 11:23:00,0,Puntual,2025-04-24T11:23:00
AA,LIM,BOG,9339,2025-08-01 20:44:00,0,Puntual,2025-08-01T20:44:00
G3,AEP,EZE,3297,2025-11-10 03:59:00,0,Puntual,2025-11-10T03:59:00
LA,BOG,GRU,1318,2025-05-09 09:54:00,0,Puntual,2025-05-09T09:54:00
IB,MAD,BOG,8934,2025-09-09 07:44:00,0,Puntual,2025-09-09T07:44:00
LA,EZE,MAD,7306,2025-03-11 08:59:00,0,Puntual,2025-03-11T08:59:00
G3,BOG,LIM,7501,2025-09-25 15:26:00,0,Puntual,2025-09-25T15:26:00
AR,SCL,MIA,8426,2025-12-08 21:51:00,0,Puntual,2025-12-08T21:51:00
AR,MAD,LIM,4604,2025-07-14 21:25:00,0,Puntual,2025-07-14T21:25:00
G3,BOG,SCL,8546,2025-10-15 13:22:00,1,Retrasado,2025-10-15T13:22:00
AR,GRU,MIA,512,2025-04-14 19:02:00,0,Puntual,2025-04-14T19:02:00
AR,GRU,MIA,6394,2025-06-16 18:19:00,1,Retrasado,2025-06-16T18:19:00
AR,SCL,MAD,7550,2025-07-30 16:40:00,0,Puntual,2025-07-30T16:40:00
IB,GRU,LIM,3517,2025-07-29 11:52:00,0,Puntual,2025-07-29T11:52:00
IB,GRU,SCL,7892,2025-06-15 11:26:00,1,Retrasado,2025-06-15T11:26:00
AA,AEP,MIA,1189,2025-10-16 02:38:00,0,Puntual,2025-10-16T02:38:00
LA,GRU,MIA,6378,2025-10-27 05:04:00,0,Puntual,2025-10-27T05:04:00
G3,LIM,AEP,3638,2025-11-02 21:14:00,0,Puntual,2025-11-02T21:14:00
G3,GRU,MAD,8476,2025-09-17 16:45:00,0,Puntual,2025-09-17T16:45:00
G3,LIM,MAD,9368,2025-11-12 02:26:00,0,Puntual,2025-11-12T02:26:00
AA,AEP,GRU,6827,2025-04-21 11:38:00,0,Puntual,2025-04-21T11:38:00
IB,GRU,MAD,4803,2025-11-09 16:04:00,0,Puntual,2025-11-09T16:04:00
AA,SCL,MAD,10015,2025-03-17 14:53:00,0,Puntual,2025-03-17T14:53:00
G3,MAD,LIM,11557,2025-10-27 10:41:00,1,Retrasado,2025-10-27T10:41:00
LA,SCL,BOG,1502,2025-07-29 17:18:00,0,Puntual,2025-07-29T17:18:00
AR,MAD,SCL,7908,2025-05-26 01:54:00,1,Retrasado,2025-05-26T01:54:00
IB,MIA,LIM,11194,2025-05-17 18:00:00,0,Puntual,2025-05-17T18:00:00
IB,MAD,GRU,8642,2025-02-20 03:27:00,0,Puntual,2025-02-20T03:27:00
AA,EZE,MIA,2265,2025-07-31 20:09:00,0,Puntual,2025-07-31T20:09:00
IB,EZE,AEP,10245,2025-02-02 23:02:00,0,Puntual,2025-02-02T23:02:00
G3,EZE,MIA,6278,2025-03-18 08:30:00,0,Puntual,2025-03-18T08:30:00
G3,AEP,MIA,2791,2025-09-16 11:43:00,0,Puntual,2025-09-16T11:43:00
AA,SCL,BOG,8230,2025-12-31 02:51:00,0,Puntual,2025-12-31T02:51:00
G3,MAD,AEP,10677,2025-10-18 01:32:00,0,Puntual,2025-10-18T01:32:00
LA,SCL,MIA,5366,2025-01-14 18:41:00,1,Retrasado,2025-01-14T18:41:00
AA,LIM,SCL,8929,2025-02-11 20:53:00,1,Retrasado,2025-02-11T20:53:00
LA,EZE,GRU,11084,2025-07-28 12:56:00,1,Retrasado,2025-07-28T12:56:00
AR,MIA,AEP,6953,2025-12-04 23:53:00,1,Retrasado,2025-12-04T23:53:00
LA,AEP,EZE,2084,2025-08-31 18:10:00,0,Puntual,2025-08-31T18:10:00
AR,MIA,BOG,1807,2025-12-10 09:55:00,0,Puntual,2025-12-10T09:55:00
AR,MAD,SCL,2585,2025-11-06 17:26:00,0,Puntual,2025-11-06T17:26:00
LA,GRU,MIA,10511,2025-02-01 20:36:00,0,Puntual,2025-02-01T20:36:00
AA,MIA,SCL,531,2025-10-31 20:23:00,0,Puntual,2025-10-31T20:23:00
G3,GRU,SCL,8220,2025-06-22 22:44:00,0,Puntual,2025-06-22T22:44:00
G3,AEP,MAD,791,2025-12-02 18:18:00,1,Retrasado,2025-12-02T18:18:00
AR,MIA,AEP,4186,2025-10-21 18:52:00,0,Puntual,2025-10-21T18:52:00
AR,MIA,EZE,2142,2025-06-13 11:48:00,0,Puntual,2025-06-13T11:48:00
AA,BOG,MAD,8266,2025-07-29 06:46:00,0,Puntual,2025-07-29T06:46:00
IB,AEP,SCL,9269,2025-06-30 04:47:00,0,Puntual,2025-06-30T04:47:00
LA,AEP,EZE,4409,2025-03-07 16:45:00,0,Puntual,2025-03-07T16:45:00
AR,EZE,SCL,1723,2025-05-01 18:08:00,1,Retrasado,2025-05-01T18:08:00
G3,MAD,MIA,11344,2025-12-27 14:05:00,0,Puntual,2025-12-27T14:05:00
AA,MIA,SCL,9138,2025-10-13 00:12:00,0,Puntual,2025-10-13T00:12:00
LA,SCL,MAD,4873,2025-01-04 11:19:00,0,Puntual,2025-01-04T11:19:00
AA,MIA,MIA,11733,2025-10-17 18:02:00,1,Retrasado,2025-10-17T18:02:00
LA,LIM,MAD,3079,2025-08-18 22:24:00,0,Puntual,2025-08-18T22:24:00
LA,AEP,MIA,1922,2025-11-13 16:50:00,0,Puntual,2025-11-13T16:50:00
AR,SCL,MIA,8058,2025-07-29 00:14:00,0,Puntual,2025-07-29T00:14:00
AA,AEP,LIM,7245,2025-01-20 10:48:00,0,Puntual,2025-01-20T10:48:00
AA,MAD,GRU,3109,2025-06-07 00:12:00,0,Puntual,2025-06-07T00:12:00
G3,AEP,LIM,3581,2025-09-17 22:35:00,0,Puntual,2025-09-17T22:35:00
G3,GRU,MIA,7234,2025-11-30 18:07:00,1,Retrasado,2025-11-30T18:07:00
AR,GRU,LIM,8750,2025-05-05 17:14:00,0,Puntual,2025-05-05T17:14:00
AR,BOG,EZE,11851,2025-05-17 05:56:00,0,Puntual,2025-05-17T05:56:00
IB,GRU,BOG,9150,2025-10-22 02:58:00,0,Puntual,2025-10-22T02:58:00
G3,GRU,MAD,603,2025-10-09 23:13:00,0,Puntual,2025-10-09T23:13:00
LA,MAD,MIA,5426,2025-07-23 16:21:00,0,Puntual,2025-07-23T16:21:00
AA,MIA,BOG,9480,2025-03-01 22:20:00,0,Puntual,2025-03-01T22:20:00
AR,GRU,AEP,1241,2025-09-25 19:52:00,0,Puntual,2025-09-25T19:52:00
AA,SCL,AEP,10264,2025-01-01 03:08:00,0,Puntual,2025-01-01T03:08:00
AA,BOG,AEP,6944,2025-06-12 21:57:00,0,Puntual,2025-06-12T21:57:00
IB,AEP,GRU,11393,2025-06-15 07:26:00,0,Puntual,2025-06-15T07:26:00
G3,GRU,MIA,5223,2025-04-06 16:58:00,1,Retrasado,2025-04-06T16:58:00
AR,BOG,AEP,8159,2025-08-24 08:54:00,0,Puntual,2025-08-24T08:54:00
AA,MAD,AEP,5703,2025-02-26 07:59:00,0,Puntual,2025-02-26T07:59:00
AR,LIM,MIA,3476,2025-04-27 23:32:00,1,Retrasado,2025-04-27T23:32:00
LA,LIM,EZE,7926,2025-09-21 00:00:00,0,Puntual,2025-09-21T00:00:00
IB,LIM,MAD,7003,2025-09-06 12:52:00,0,Puntual,2025-09-06T12:52:00
LA,AEP,MAD,10826,2025-03-26 13:07:00,0,Puntual,2025-03-26T13:07:00
AR,BOG,SCL,9119,2025-01-20 02:12:00,0,Puntual,2025-01-20T02:12:00
AR,GRU,MAD,6986,2025-06-09 04:00:00,1,Retrasado,2025-06-09T04:00:00
